"As Of Date","Futures Based On","Futures Month","Futures Year","Unfixed Call Sales (Contracts)","Sales Change From Previous Week","Unfixed Call Purchases (Contracts)","Purchases Change From Previous Week","Open Futures Contracts at Close","Open Change From Previous Week","Source File","DTE","MY"
"2025-01-24","May 2027","May","2027","88","0","0","0","0","0","deaoncall013025.html","827","2026"
"2025-01-24","July 2027","July","2027","44","0","0","0","0","0","deaoncall013025.html","888","2026"
"2025-01-24","December 2027","December","2027","0","0","563","0","0","0","deaoncall013025.html","1041","2027"
"2025-01-24","December 2028","December","2028","0","0","503","0","0","0","deaoncall013025.html","1407","2028"
"2025-01-24","December 2029","December","2029","0","0","445","0","0","0","deaoncall013025.html","1772","2029"
"2025-01-24","Totals","","","47310","-3814","91758","-7356","274523","1987","deaoncall013025.html","",""
"2024-01-26","March 2024","March","2024","21209","-3514","14045","-2590","85985","-6068","deaoncall020124.html","35","2023"
"2024-01-26","May 2024","May","2024","16318","1149","3188","-134","67287","15275","deaoncall020124.html","96","2023"
"2024-01-26","July 2024","July","2024","18990","356","2963","-33","52305","8998","deaoncall020124.html","157","2023"
"2024-01-26","October 2024","October","2024","0","0","0","0","65","-5","deaoncall020124.html","249","2024"
"2024-01-26","December 2024","December","2024","8199","163","32540","1012","32741","4885","deaoncall020124.html","310","2024"
"2024-01-26","March 2025","March","2025","572","0","1217","166","3644","429","deaoncall020124.html","400","2024"
"2024-01-26","May 2025","May","2025","613","0","353","0","589","488","deaoncall020124.html","461","2024"
"2024-01-26","July 2025","July","2025","431","0","4","0","404","325","deaoncall020124.html","522","2024"
"2024-01-26","December 2025","December","2025","542","0","4682","1066","178","112","deaoncall020124.html","675","2025"
"2024-01-26","March 2026","March","2026","88","0","0","0","0","0","deaoncall020124.html","765","2025"
"2024-01-26","Totals","","","66962","-1846","58992","-513","243198","24439","deaoncall020124.html","",""
"2023-01-27","March 2023","March","2023","22341","-2074","15013","-814","84443","-3573","deaoncall02022023.html","33","2022"
"2023-01-27","May 2023","May","2023","16067","1607","5607","371","52500","5693","deaoncall02022023.html","94","2022"
"2023-01-27","July 2023","July","2023","18844","106","2429","106","39539","3494","deaoncall02022023.html","155","2022"
"2023-01-27","October 2023","October","2023","0","0","0","0","27","-3","deaoncall02022023.html","247","2023"
"2023-01-27","December 2023","December","2023","10051","355","18512","549","26625","-100","deaoncall02022023.html","308","2023"
"2023-01-27","March 2024","March","2024","1289","312","1677","4","4821","124","deaoncall02022023.html","399","2023"
"2023-01-27","May 2024","May","2024","363","99","0","0","599","-176","deaoncall02022023.html","460","2023"
"2023-01-27","July 2024","July","2024","528","0","220","0","246","-198","deaoncall02022023.html","521","2023"
"2023-01-27","December 2024","December","2024","1144","0","5266","152","1617","63","deaoncall02022023.html","674","2024"
"2023-01-27","March 2025","March","2025","0","0","0","0","13","0","deaoncall02022023.html","764","2024"
"2023-01-27","May 2025","May","2025","0","0","0","0","1","0","deaoncall02022023.html","825","2024"
"2023-01-27","Totals","","","70627","405","48724","368","210431","5324","deaoncall02022023.html","",""
"2022-01-28","March 2022","March","2022","35513","-8052","5928","-1245","96142","-8718","deaoncall02032022.html","32","2021"
"2022-01-28","May 2022","May","2022","26667","1677","3581","247","69532","9045","deaoncall02032022.html","93","2021"
"2022-01-28","July 2022","July","2022","52721","919","5370","-262","42381","3239","deaoncall02032022.html","154","2021"
"2022-01-28","October 2022","October","2022","0","0","0","0","44","0","deaoncall02032022.html","246","2022"
"2022-01-28","December 2022","December","2022","23043","3879","17519","659","37501","2054","deaoncall02032022.html","307","2022"
"2022-01-28","March 2023","March","2023","3897","658","747","66","3572","417","deaoncall02032022.html","397","2022"
"2022-01-28","May 2023","May","2023","2495","670","17","0","872","247","deaoncall02032022.html","458","2022"
"2022-01-28","July 2023","July","2023","1786","412","44","0","699","179","deaoncall02032022.html","519","2022"
"2022-01-28","December 2023","December","2023","2072","-96","6491","709","6156","582","deaoncall02032022.html","672","2023"
"2022-01-28","July 2024","July","2024","0","0","220","220","0","0","deaoncall02032022.html","885","2023"
"2022-01-28","December 2024","December","2024","0","0","220","220","0","0","deaoncall02032022.html","1038","2024"
"2022-01-28","Totals","","","148194","67","40137","614","256899","7045","deaoncall02032022.html","",""
"2026-01-30","March 2026","March","2026","10116","-4319","30708","-1175","175074","-4247","deaoncall020526.html","30","2025"
"2026-01-30","May 2026","May","2026","12102","285","5633","1308","85212","21862","deaoncall020526.html","91","2025"
"2026-01-30","July 2026","July","2026","11822","362","4117","-37","60578","3746","deaoncall020526.html","152","2025"
"2026-01-30","October 2026","October","2026","0","0","0","0","17","-9","deaoncall020526.html","244","2026"
"2026-01-30","December 2026","December","2026","9280","486","50844","417","46356","1956","deaoncall020526.html","305","2026"
"2026-01-30","March 2027","March","2027","2941","445","696","350","2716","364","deaoncall020526.html","395","2026"
"2026-01-30","May 2027","May","2027","906","169","0","0","850","252","deaoncall020526.html","456","2026"
"2026-01-30","July 2027","July","2027","981","77","0","0","553","58","deaoncall020526.html","517","2026"
"2026-01-30","October 2027","October","2027","0","0","0","0","1","1","deaoncall020526.html","609","2027"
"2026-01-30","December 2027","December","2027","265","0","6818","475","1361","51","deaoncall020526.html","670","2027"
"2026-01-30","March 2028","March","2028","40","40","0","0","73","37","deaoncall020526.html","761","2027"
"2026-01-30","May 2028","May","2028","0","0","0","0","3","0","deaoncall020526.html","822","2027"
"2026-01-30","July 2028","July","2028","0","0","0","0","2","1","deaoncall020526.html","883","2027"
"2026-01-30","December 2028","December","2028","0","0","944","0","0","0","deaoncall020526.html","1036","2028"
"2026-01-30","December 2029","December","2029","0","0","445","0","0","0","deaoncall020526.html","1401","2029"
"2026-01-30","Totals","","","48453","-2455","100205","1338","372796","24072","deaoncall020526.html","",""
"2025-01-31","March 2025","March","2025","9693","-2557","33591","-1608","134863","-1266","deaoncall020625.html","29","2024"
"2025-01-31","May 2025","May","2025","11801","-192","6065","-87","66230","10773","deaoncall020625.html","90","2024"
"2025-01-31","July 2025","July","2025","13349","52","2322","104","46044","336","deaoncall020625.html","151","2024"
"2025-01-31","October 2025","October","2025","0","0","0","0","68","-1","deaoncall020625.html","243","2025"
"2025-01-31","December 2025","December","2025","7134","911","42741","1163","35919","1616","deaoncall020625.html","304","2025"
"2025-01-31","March 2026","March","2026","4217","2298","692","468","1924","207","deaoncall020625.html","394","2025"
"2025-01-31","May 2026","May","2026","565","22","90","0","358","5","deaoncall020625.html","455","2025"
"2025-01-31","July 2026","July","2026","464","0","0","0","395","-8","deaoncall020625.html","516","2025"
"2025-01-31","October 2026","October","2026","0","0","0","0","1","0","deaoncall020625.html","608","2026"
"2025-01-31","December 2026","December","2026","842","441","5659","873","450","77","deaoncall020625.html","669","2026"
"2025-01-31","March 2027","March","2027","88","0","0","0","20","10","deaoncall020625.html","759","2026"
"2025-01-31","May 2027","May","2027","88","0","0","0","0","0","deaoncall020625.html","820","2026"
"2025-01-31","July 2027","July","2027","44","0","0","0","0","0","deaoncall020625.html","881","2026"
"2025-01-31","December 2027","December","2027","0","0","563","0","0","0","deaoncall020625.html","1034","2027"
"2025-01-31","December 2028","December","2028","0","0","503","0","0","0","deaoncall020625.html","1400","2028"
"2025-01-31","December 2029","December","2029","0","0","445","0","0","0","deaoncall020625.html","1765","2029"
"2025-01-31","Totals","","","48285","975","92671","913","286272","11749","deaoncall020625.html","",""
"2024-02-02","March 2024","March","2024","17801","-3408","9941","-4104","80491","-5494","deaoncall020824.html","28","2023"
"2024-02-02","May 2024","May","2024","17086","768","3081","-107","77097","9810","deaoncall020824.html","89","2023"
"2024-02-02","July 2024","July","2024","20329","1339","3301","338","59325","7020","deaoncall020824.html","150","2023"
"2024-02-02","October 2024","October","2024","0","0","0","0","55","-10","deaoncall020824.html","242","2024"
"2024-02-02","December 2024","December","2024","10625","2426","31415","-1125","36734","3993","deaoncall020824.html","303","2024"
"2024-02-02","March 2025","March","2025","848","276","1321","104","3555","-89","deaoncall020824.html","393","2024"
"2024-02-02","May 2025","May","2025","613","0","860","507","648","59","deaoncall020824.html","454","2024"
"2024-02-02","July 2025","July","2025","563","132","16","12","649","245","deaoncall020824.html","515","2024"
"2024-02-02","December 2025","December","2025","542","0","5092","410","270","92","deaoncall020824.html","668","2025"
"2024-02-02","March 2026","March","2026","132","44","0","0","0","0","deaoncall020824.html","758","2025"
"2024-02-02","Totals","","","68539","1577","55027","-3965","258824","15626","deaoncall020824.html","",""
"2023-02-03","March 2023","March","2023","16636","-5705","14073","-940","73020","-11423","deaoncall02092023.html","26","2022"
"2023-02-03","May 2023","May","2023","17903","1836","6530","923","62153","9653","deaoncall02092023.html","87","2022"
"2023-02-03","July 2023","July","2023","21233","2389","2668","239","42322","2783","deaoncall02092023.html","148","2022"
"2023-02-03","October 2023","October","2023","0","0","0","0","16","-11","deaoncall02092023.html","240","2023"
"2023-02-03","December 2023","December","2023","9949","-102","18296","-216","28040","1415","deaoncall02092023.html","301","2023"
"2023-02-03","March 2024","March","2024","1408","119","1545","-132","4325","-496","deaoncall02092023.html","392","2023"
"2023-02-03","May 2024","May","2024","407","44","0","0","599","0","deaoncall02092023.html","453","2023"
"2023-02-03","July 2024","July","2024","572","44","220","0","319","73","deaoncall02092023.html","514","2023"
"2023-02-03","December 2024","December","2024","1144","0","5420","154","1913","296","deaoncall02092023.html","667","2024"
"2023-02-03","March 2025","March","2025","0","0","0","0","13","0","deaoncall02092023.html","757","2024"
"2023-02-03","May 2025","May","2025","0","0","0","0","1","0","deaoncall02092023.html","818","2024"
"2023-02-03","Totals","","","69252","-1375","48752","28","212721","2290","deaoncall02092023.html","",""
"2022-02-04","March 2022","March","2022","30541","-4972","5576","-352","77876","-18266","deaoncall02102022.html","25","2021"
"2022-02-04","May 2022","May","2022","29495","2828","3691","110","87911","18379","deaoncall02102022.html","86","2021"
"2022-02-04","July 2022","July","2022","53392","671","5461","91","44535","2154","deaoncall02102022.html","147","2021"
"2022-02-04","October 2022","October","2022","0","0","0","0","48","4","deaoncall02102022.html","239","2022"
"2022-02-04","December 2022","December","2022","23492","449","18442","923","41656","4155","deaoncall02102022.html","300","2022"
"2022-02-04","March 2023","March","2023","3938","41","905","158","5268","1696","deaoncall02102022.html","390","2022"
"2022-02-04","May 2023","May","2023","2772","277","17","0","979","107","deaoncall02102022.html","451","2022"
"2022-02-04","July 2023","July","2023","2593","807","44","0","731","32","deaoncall02102022.html","512","2022"
"2022-02-04","December 2023","December","2023","1727","-345","6598","107","7052","896","deaoncall02102022.html","665","2023"
"2022-02-04","July 2024","July","2024","0","0","220","0","0","0","deaoncall02102022.html","878","2023"
"2022-02-04","December 2024","December","2024","0","0","220","0","0","0","deaoncall02102022.html","1031","2024"
"2022-02-04","Totals","","","147950","-244","41174","1037","266056","9157","deaoncall02102022.html","",""
"2026-02-06","March 2026","March","2026","6105","-4011","27972","-2736","135137","-39937","deaoncall021226.html","23","2025"
"2026-02-06","May 2026","May","2026","12672","570","6367","734","118026","32814","deaoncall021226.html","84","2025"
